køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Mænd	5-9 år	Frederiksberg	Dragør	0	1	2	2	1	0	0	1	0	0	1	3
Mænd	5-9 år	Frederiksberg	Tårnby	2	4	1	1	3	2	1	3	0	4	1	1
Mænd	5-9 år	Frederiksberg	Albertslund	0	1	1	1	0	0	0	0	2	2	1	0
Mænd	5-9 år	Frederiksberg	Ballerup	1	2	5	2	2	1	2	1	4	2	1	1
Mænd	5-9 år	Frederiksberg	Brøndby	1	1	0	2	1	1	1	2	1	1	0	0
Mænd	5-9 år	Frederiksberg	Gentofte	6	9	6	7	13	14	9	12	10	11	5	10
Mænd	5-9 år	Frederiksberg	Gladsaxe	1	1	2	6	6	3	1	3	3	3	6	4
Mænd	5-9 år	Frederiksberg	Glostrup	1	0	1	2	1	0	2	2	3	2	1	0
Mænd	5-9 år	Frederiksberg	Herlev	1	1	2	3	1	1	1	4	2	1	0	1
Mænd	5-9 år	Frederiksberg	Hvidovre	6	2	2	2	3	7	4	2	5	3	3	10
Mænd	5-9 år	Frederiksberg	Høje-Taastrup	5	3	1	1	3	1	1	0	0	3	2	1
Mænd	5-9 år	Frederiksberg	Ishøj	1	1	0	1	0	3	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Lyngby-Taarbæk	3	2	6	3	4	8	9	5	7	6	8	6
Mænd	5-9 år	Frederiksberg	Rødovre	0	3	2	2	4	2	2	5	2	4	7	12
Mænd	5-9 år	Frederiksberg	Vallensbæk	2	0	5	3	1	2	1	0	0	0	0	2
Mænd	5-9 år	Frederiksberg	Allerød	2	1	3	1	0	6	2	2	1	1	8	1
Mænd	5-9 år	Frederiksberg	Egedal	3	2	4	3	2	2	2	4	3	0	1	2
Mænd	5-9 år	Frederiksberg	Fredensborg	2	6	3	2	1	1	1	3	3	3	4	2
Mænd	5-9 år	Frederiksberg	Frederikssund	2	0	1	2	2	2	0	3	2	2	1	2
Mænd	5-9 år	Frederiksberg	Furesø	2	3	5	1	1	8	7	3	3	0	10	4
Mænd	5-9 år	Frederiksberg	Gribskov	3	0	0	1	2	1	2	1	1	1	1	2
Mænd	5-9 år	Frederiksberg	Halsnæs	0	2	0	0	0	0	0	0	0	1	2	1
Mænd	5-9 år	Frederiksberg	Helsingør	4	1	0	1	1	1	2	1	2	6	2	4
Mænd	5-9 år	Frederiksberg	Hillerød	4	1	2	1	3	0	0	0	0	3	2	6
Mænd	5-9 år	Frederiksberg	Hørsholm	1	1	1	1	2	1	2	0	3	4	0	4
Mænd	5-9 år	Frederiksberg	Rudersdal	7	7	4	2	8	2	4	8	8	9	8	4
Mænd	5-9 år	Frederiksberg	Bornholm	2	0	0	0	0	0	0	0	0	3	2	2
Mænd	5-9 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Greve	2	4	2	0	0	0	0	0	0	2	1	3
Mænd	5-9 år	Frederiksberg	Køge	3	1	1	3	2	0	1	2	3	0	2	3
Mænd	5-9 år	Frederiksberg	Lejre	3	0	0	1	0	0	7	4	1	1	0	2
Mænd	5-9 år	Frederiksberg	Roskilde	3	3	3	3	1	1	4	2	4	5	6	3
Mænd	5-9 år	Frederiksberg	Solrød	2	0	1	0	0	1	0	3	3	1	1	1
Mænd	5-9 år	Frederiksberg	Faxe	1	1	4	0	0	0	0	0	2	3	1	0
Mænd	5-9 år	Frederiksberg	Guldborgsund	3	4	1	1	2	1	0	2	0	1	0	0
Mænd	5-9 år	Frederiksberg	Holbæk	2	2	0	0	0	2	0	1	2	1	1	0
Mænd	5-9 år	Frederiksberg	Kalundborg	1	1	0	1	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Lolland	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Næstved	2	5	1	4	0	0	0	0	1	2	2	1
Mænd	5-9 år	Frederiksberg	Odsherred	1	1	0	0	1	1	0	0	0	1	0	0
Mænd	5-9 år	Frederiksberg	Ringsted	1	0	2	2	0	0	1	0	0	0	2	0
Mænd	5-9 år	Frederiksberg	Slagelse	0	0	0	1	0	0	1	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Sorø	1	1	2	0	0	1	1	0	1	0	2	0
Mænd	5-9 år	Frederiksberg	Stevns	0	1	0	0	1	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vordingborg	0	0	1	0	2	0	0	1	0	2	0	1
Mænd	5-9 år	Frederiksberg	Assens	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	1	0	0	0	0	2	1	1
Mænd	5-9 år	Frederiksberg	Kerteminde	0	0	0	0	1	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Langeland	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Middelfart	0	0	1	1	0	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Nordfyns	0	2	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Nyborg	4	0	1	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Odense	0	1	0	1	0	0	2	2	1	0	0	2
Mænd	5-9 år	Frederiksberg	Svendborg	0	3	1	0	1	0	0	0	2	0	1	0
Mænd	5-9 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Esbjerg	0	0	0	2	0	0	1	0	0	0	0	3
Mænd	5-9 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Kolding	0	1	0	1	0	0	1	1	0	0	0	1
Mænd	5-9 år	Frederiksberg	Sønderborg	2	0	0	0	1	0	0	2	0	0	0	0
Mænd	5-9 år	Frederiksberg	Tønder	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vejle	1	4	0	1	0	1	0	1	2	0	3	1
Mænd	5-9 år	Frederiksberg	Aabenraa	0	2	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	5-9 år	Frederiksberg	Hedensted	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Horsens	0	0	0	0	1	0	0	0	1	0	0	0
Mænd	5-9 år	Frederiksberg	Norddjurs	0	0	0	0	0	0	0	0	0	0	0	2
Mænd	5-9 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Randers	0	0	0	0	0	1	0	1	0	0	0	0
Mænd	5-9 år	Frederiksberg	Samsø	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Silkeborg	1	0	1	0	3	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Skanderborg	3	1	0	0	1	0	0	0	0	0	1	0
Mænd	5-9 år	Frederiksberg	Syddjurs	0	0	0	0	0	1	0	0	0	0	0	3
Mænd	5-9 år	Frederiksberg	Aarhus	0	3	3	0	4	1	0	1	4	3	4	1
Mænd	5-9 år	Frederiksberg	Herning	0	1	0	0	0	0	0	0	1	0	0	0
Mænd	5-9 år	Frederiksberg	Holstebro	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	1
Mænd	5-9 år	Frederiksberg	Struer	0	0	0	0	0	0	0	1	0	0	0	1
Mænd	5-9 år	Frederiksberg	Viborg	0	0	0	1	1	1	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Brønderslev	2	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Hjørring	2	0	0	0	0	0	0	0	1	0	0	0
Mænd	5-9 år	Frederiksberg	Jammerbugt	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	1
Mænd	5-9 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	5-9 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	5-9 år	Frederiksberg	Aalborg	3	0	0	0	0	0	1	0	1	0	0	0
Mænd	10-14 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Frederiksberg	24	32	36	39	42	32	32	39	36	46	40	38
Mænd	10-14 år	København	Dragør	1	2	9	4	5	6	3	3	4	5	1	0
Mænd	10-14 år	København	Tårnby	20	17	25	16	20	19	21	21	27	15	21	17
Mænd	10-14 år	København	Albertslund	5	3	6	8	3	2	3	5	6	7	9	7
Mænd	10-14 år	København	Ballerup	7	4	5	6	9	7	8	8	10	8	4	10
Mænd	10-14 år	København	Brøndby	10	12	15	6	10	8	10	10	15	13	3	6
Mænd	10-14 år	København	Gentofte	17	19	20	29	32	26	27	24	28	48	36	42
Mænd	10-14 år	København	Gladsaxe	17	18	8	22	22	15	22	19	20	21	21	25
Mænd	10-14 år	København	Glostrup	2	3	4	4	2	4	5	1	2	8	4	3
Mænd	10-14 år	København	Herlev	3	5	4	8	9	10	12	11	15	10	3	9
Mænd	10-14 år	København	Hvidovre	15	14	11	22	15	13	18	20	16	22	18	21
Mænd	10-14 år	København	Høje-Taastrup	6	11	9	10	5	8	6	9	7	10	12	15
Mænd	10-14 år	København	Ishøj	4	5	0	8	1	7	2	3	6	5	4	3
Mænd	10-14 år	København	Lyngby-Taarbæk	8	7	9	6	7	7	11	8	13	15	8	8
Mænd	10-14 år	København	Rødovre	11	10	16	12	8	9	10	18	14	17	16	16
Mænd	10-14 år	København	Vallensbæk	2	1	7	5	4	5	5	4	1	4	4	6
Mænd	10-14 år	København	Allerød	3	3	3	0	0	0	4	0	0	4	6	1
Mænd	10-14 år	København	Egedal	5	5	3	8	5	4	9	6	4	0	2	3
Mænd	10-14 år	København	Fredensborg	0	6	4	3	6	3	3	7	5	5	7	12
Mænd	10-14 år	København	Frederikssund	9	3	6	3	7	5	9	7	2	6	4	4
Mænd	10-14 år	København	Furesø	3	6	6	10	9	7	9	16	7	9	3	8
Mænd	10-14 år	København	Gribskov	11	5	8	8	7	5	7	1	2	3	3	5
Mænd	10-14 år	København	Halsnæs	3	1	2	4	0	0	2	2	4	2	2	0
Mænd	10-14 år	København	Helsingør	9	3	7	8	10	5	4	5	2	11	9	3
Mænd	10-14 år	København	Hillerød	0	2	1	2	7	6	2	4	0	7	2	8
Mænd	10-14 år	København	Hørsholm	4	2	1	3	4	2	5	2	2	6	5	3
Mænd	10-14 år	København	Rudersdal	6	8	10	14	13	9	6	10	16	4	13	13
Mænd	10-14 år	København	Bornholm	2	5	3	3	5	4	4	3	2	2	5	5
Mænd	10-14 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Greve	7	6	3	8	7	7	7	4	4	8	5	10
Mænd	10-14 år	København	Køge	10	7	3	4	8	6	6	0	4	6	8	3
Mænd	10-14 år	København	Lejre	4	3	2	2	1	2	5	1	1	2	6	1
Mænd	10-14 år	København	Roskilde	4	3	9	4	5	6	3	3	5	7	11	6
Mænd	10-14 år	København	Solrød	0	5	1	1	1	0	3	0	3	1	4	3
Mænd	10-14 år	København	Faxe	10	6	5	6	3	4	2	4	5	2	5	3
Mænd	10-14 år	København	Guldborgsund	7	4	3	2	3	3	4	4	2	2	5	1
Mænd	10-14 år	København	Holbæk	16	8	8	8	7	6	6	4	2	8	4	4
Mænd	10-14 år	København	Kalundborg	4	8	4	5	5	3	2	1	2	3	2	2
Mænd	10-14 år	København	Lolland	4	4	4	3	0	2	3	3	2	3	0	1
Mænd	10-14 år	København	Næstved	8	8	6	6	4	2	3	1	5	4	5	4
Mænd	10-14 år	København	Odsherred	5	1	1	1	2	0	5	4	2	3	4	1
Mænd	10-14 år	København	Ringsted	3	5	7	4	6	1	4	2	1	2	5	2
Mænd	10-14 år	København	Slagelse	5	6	6	4	1	1	9	3	5	2	7	0
Mænd	10-14 år	København	Sorø	4	5	6	3	1	0	2	5	1	3	1	3
Mænd	10-14 år	København	Stevns	2	2	1	3	1	0	0	2	0	2	3	1
Mænd	10-14 år	København	Vordingborg	13	6	11	6	12	2	2	1	3	7	1	5
Mænd	10-14 år	København	Assens	1	1	3	0	1	0	0	1	0	0	0	1
Mænd	10-14 år	København	Faaborg-Midtfyn	2	1	1	1	1	0	2	0	0	0	0	1
Mænd	10-14 år	København	Kerteminde	0	1	0	1	0	0	0	0	0	1	1	2
Mænd	10-14 år	København	Langeland	0	0	1	0	0	0	0	0	0	0	3	1
Mænd	10-14 år	København	Middelfart	2	1	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Nordfyns	0	0	0	0	2	0	0	0	0	0	0	0
Mænd	10-14 år	København	Nyborg	4	1	1	0	2	1	1	2	0	0	2	1
Mænd	10-14 år	København	Odense	2	2	5	5	3	3	6	0	2	1	2	3
Mænd	10-14 år	København	Svendborg	1	3	2	0	2	1	2	1	0	5	3	1
Mænd	10-14 år	København	Ærø	0	0	2	0	0	1	1	0	0	2	1	1
Mænd	10-14 år	København	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Esbjerg	1	1	2	2	0	2	1	1	1	1	0	1
Mænd	10-14 år	København	Fanø	1	1	0	0	0	0	0	0	0	0	0	3
Mænd	10-14 år	København	Fredericia	1	1	1	0	0	0	1	1	0	0	1	1
Mænd	10-14 år	København	Haderslev	0	0	1	2	0	1	1	0	1	1	0	0
Mænd	10-14 år	København	Kolding	2	1	1	2	1	2	0	0	1	0	0	1
Mænd	10-14 år	København	Sønderborg	1	0	1	0	1	0	0	2	1	0	1	0
Mænd	10-14 år	København	Tønder	0	1	0	1	1	0	0	0	0	1	2	1
Mænd	10-14 år	København	Varde	1	0	0	0	1	0	1	0	0	0	0	0
Mænd	10-14 år	København	Vejen	1	0	0	0	0	1	1	0	0	0	0	0
Mænd	10-14 år	København	Vejle	3	1	0	1	0	1	1	2	1	0	2	1
Mænd	10-14 år	København	Aabenraa	0	1	1	1	1	0	0	0	0	0	2	0
Mænd	10-14 år	København	Favrskov	1	2	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	København	Hedensted	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Horsens	0	0	1	0	0	0	1	0	0	0	1	0
Mænd	10-14 år	København	Norddjurs	0	1	0	0	0	2	1	2	0	2	0	0
Mænd	10-14 år	København	Odder	2	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Randers	0	0	3	2	1	1	0	0	0	0	0	0
Mænd	10-14 år	København	Samsø	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	København	Silkeborg	2	1	1	2	0	2	0	0	0	3	2	3
Mænd	10-14 år	København	Skanderborg	2	1	0	0	0	0	0	1	0	0	0	1
Mænd	10-14 år	København	Syddjurs	0	0	1	0	1	1	0	0	0	0	0	1
Mænd	10-14 år	København	Aarhus	1	1	1	2	3	0	5	2	8	4	3	6
Mænd	10-14 år	København	Herning	1	0	0	1	0	0	0	0	3	0	0	0
Mænd	10-14 år	København	Holstebro	0	0	2	0	1	1	0	0	0	0	0	1
Mænd	10-14 år	København	Ikast-Brande	3	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Ringkøbing-Skjern	1	0	1	1	0	0	1	0	0	0	0	0
Mænd	10-14 år	København	Skive	1	0	1	0	0	2	0	1	0	0	1	0
Mænd	10-14 år	København	Struer	0	0	1	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	København	Viborg	1	1	1	3	0	0	1	1	0	2	3	3
Mænd	10-14 år	København	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	1
Mænd	10-14 år	København	Frederikshavn	1	1	1	1	1	0	1	0	0	0	0	0
Mænd	10-14 år	København	Hjørring	0	2	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	København	Jammerbugt	0	0	1	0	0	0	0	0	0	0	0	1
Mænd	10-14 år	København	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Mariagerfjord	1	0	0	1	1	1	1	0	0	0	0	1
Mænd	10-14 år	København	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Rebild	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	København	Thisted	1	0	0	0	0	0	1	1	2	0	0	0
Mænd	10-14 år	København	Vesthimmerlands	3	5	0	2	1	1	3	0	0	0	0	0
Mænd	10-14 år	København	Aalborg	1	2	4	4	0	2	3	1	1	2	2	3
Mænd	10-14 år	Frederiksberg	København	29	30	42	31	53	52	47	43	54	50	49	57
Mænd	10-14 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Dragør	0	0	0	1	0	1	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Tårnby	2	2	0	2	0	1	0	0	2	1	0	2
Mænd	10-14 år	Frederiksberg	Albertslund	0	0	0	1	0	0	2	0	0	1	0	1
Mænd	10-14 år	Frederiksberg	Ballerup	2	1	0	0	0	0	2	0	1	0	1	1
Mænd	10-14 år	Frederiksberg	Brøndby	2	0	0	0	1	1	0	0	0	0	1	0
Mænd	10-14 år	Frederiksberg	Gentofte	3	0	2	2	6	4	5	7	4	9	4	6
Mænd	10-14 år	Frederiksberg	Gladsaxe	1	1	0	0	5	2	3	2	0	2	3	2
Mænd	10-14 år	Frederiksberg	Glostrup	0	0	0	1	3	0	0	1	2	0	0	0
Mænd	10-14 år	Frederiksberg	Herlev	1	0	0	1	1	0	1	1	1	0	0	1
Mænd	10-14 år	Frederiksberg	Hvidovre	1	1	1	0	3	6	1	2	2	0	1	2
Mænd	10-14 år	Frederiksberg	Høje-Taastrup	2	2	1	0	0	0	0	0	0	2	0	1
Mænd	10-14 år	Frederiksberg	Ishøj	1	0	2	2	0	1	2	1	2	1	0	1
Mænd	10-14 år	Frederiksberg	Lyngby-Taarbæk	2	0	1	1	2	2	1	2	1	2	3	3
Mænd	10-14 år	Frederiksberg	Rødovre	2	3	1	4	3	1	3	1	6	1	4	3
Mænd	10-14 år	Frederiksberg	Vallensbæk	1	0	1	1	0	0	0	0	1	0	1	1
Mænd	10-14 år	Frederiksberg	Allerød	0	1	0	0	1	0	1	0	0	0	1	2
Mænd	10-14 år	Frederiksberg	Egedal	2	0	0	1	0	2	1	0	0	2	2	0
Mænd	10-14 år	Frederiksberg	Fredensborg	2	1	3	1	1	1	2	0	2	1	0	2
Mænd	10-14 år	Frederiksberg	Frederikssund	2	0	1	0	1	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Furesø	0	1	0	2	0	0	0	1	0	3	1	2
Mænd	10-14 år	Frederiksberg	Gribskov	0	0	1	1	0	0	5	3	0	1	1	1
Mænd	10-14 år	Frederiksberg	Halsnæs	0	1	0	0	0	2	0	1	0	0	0	1
Mænd	10-14 år	Frederiksberg	Helsingør	2	3	0	1	0	1	1	1	2	1	1	0
Mænd	10-14 år	Frederiksberg	Hillerød	0	0	0	1	1	0	0	1	2	1	0	2
Mænd	10-14 år	Frederiksberg	Hørsholm	0	1	2	0	1	1	0	0	2	1	0	0
Mænd	10-14 år	Frederiksberg	Rudersdal	3	3	0	2	2	2	1	3	2	1	4	1
Mænd	10-14 år	Frederiksberg	Bornholm	1	1	0	2	0	0	0	0	1	1	1	0
Mænd	10-14 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Greve	2	0	0	2	2	0	0	1	2	0	0	0
Mænd	10-14 år	Frederiksberg	Køge	1	2	1	0	2	1	1	1	0	0	2	1
Mænd	10-14 år	Frederiksberg	Lejre	0	0	1	1	0	0	0	0	3	2	1	0
Mænd	10-14 år	Frederiksberg	Roskilde	2	0	1	2	3	1	0	0	1	2	0	0
Mænd	10-14 år	Frederiksberg	Solrød	0	0	0	0	0	0	0	0	2	0	0	0
Mænd	10-14 år	Frederiksberg	Faxe	0	1	1	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Guldborgsund	1	2	0	0	1	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Holbæk	0	1	1	0	0	1	0	1	0	0	0	3
Mænd	10-14 år	Frederiksberg	Kalundborg	1	0	0	0	0	1	0	0	0	3	0	0
Mænd	10-14 år	Frederiksberg	Lolland	0	0	0	0	1	0	2	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Næstved	1	1	1	0	0	0	1	1	0	0	0	1
Mænd	10-14 år	Frederiksberg	Odsherred	1	0	1	0	1	2	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Ringsted	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Slagelse	1	1	0	1	0	0	2	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Sorø	0	0	0	1	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Stevns	0	1	1	1	0	0	0	1	0	0	0	0
Mænd	10-14 år	Frederiksberg	Vordingborg	0	1	1	1	0	1	0	0	0	0	1	2
Mænd	10-14 år	Frederiksberg	Assens	0	1	0	0	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Faaborg-Midtfyn	1	0	0	0	1	0	0	0	1	0	0	1
Mænd	10-14 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Langeland	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Middelfart	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Nordfyns	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Nyborg	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Odense	1	2	0	0	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Svendborg	0	2	0	0	0	1	0	1	0	1	2	0
Mænd	10-14 år	Frederiksberg	Ærø	0	0	1	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Billund	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Esbjerg	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Haderslev	0	0	0	0	0	2	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Kolding	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Sønderborg	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Tønder	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Varde	0	0	1	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Vejle	0	0	0	0	0	0	1	1	0	0	0	1
Mænd	10-14 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Norddjurs	1	0	1	0	1	0	0	0	1	0	1	0
Mænd	10-14 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Randers	1	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Silkeborg	1	0	0	1	1	0	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Skanderborg	0	0	0	0	0	1	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Aarhus	1	1	2	0	0	0	1	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Herning	0	0	0	0	0	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Holstebro	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Ringkøbing-Skjern	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Struer	0	0	0	0	0	0	1	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Viborg	1	0	1	0	2	0	0	0	1	0	0	0
Mænd	10-14 år	Frederiksberg	Brønderslev	1	0	0	0	0	0	0	0	0	1	0	0
Mænd	10-14 år	Frederiksberg	Frederikshavn	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Hjørring	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Jammerbugt	0	1	0	1	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Rebild	0	1	0	0	0	0	0	0	0	0	0	0
Mænd	10-14 år	Frederiksberg	Thisted	0	1	0	0	0	0	0	0	0	0	0	1
Mænd	10-14 år	Frederiksberg	Vesthimmerlands	0	0	1	0	1	0	0	0	0	0	1	0
Mænd	10-14 år	Frederiksberg	Aalborg	0	0	0	2	0	0	0	0	0	0	0	0
