køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	60-64 år	Frederiksberg	Holstebro	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	60-64 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Lemvig	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Ringkøbing-Skjern	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Skive	0	0	1	0	0	1	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Struer	0	1	0	0	0	0	0	0	0	0	1	0
Kvinder	60-64 år	Frederiksberg	Viborg	0	1	0	1	1	0	0	0	0	1	1	0
Kvinder	60-64 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Frederikshavn	0	0	1	0	1	1	0	0	2	0	0	0
Kvinder	60-64 år	Frederiksberg	Hjørring	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	60-64 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Morsø	0	0	0	1	0	0	1	0	0	0	0	1
Kvinder	60-64 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	60-64 år	Frederiksberg	Thisted	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	60-64 år	Frederiksberg	Aalborg	0	1	1	0	1	1	1	0	0	1	1	0
Kvinder	65-69 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Frederiksberg	12	14	16	21	24	26	24	28	30	24	19	15
Kvinder	65-69 år	København	Dragør	2	4	3	0	2	2	4	5	5	3	2	4
Kvinder	65-69 år	København	Tårnby	8	7	5	5	3	3	6	5	6	10	6	6
Kvinder	65-69 år	København	Albertslund	1	0	1	0	1	0	1	1	0	1	0	2
Kvinder	65-69 år	København	Ballerup	2	4	4	4	2	4	4	5	5	3	3	4
Kvinder	65-69 år	København	Brøndby	3	0	2	0	3	2	6	2	1	4	3	6
Kvinder	65-69 år	København	Gentofte	4	13	8	7	11	15	12	13	11	15	9	13
Kvinder	65-69 år	København	Gladsaxe	3	2	7	7	4	6	7	7	7	8	8	7
Kvinder	65-69 år	København	Glostrup	2	2	1	3	2	0	2	2	0	6	1	3
Kvinder	65-69 år	København	Herlev	2	3	0	1	1	2	4	3	3	1	1	2
Kvinder	65-69 år	København	Hvidovre	1	2	4	3	4	2	2	5	10	5	3	5
Kvinder	65-69 år	København	Høje-Taastrup	1	2	1	2	0	4	1	7	3	1	4	3
Kvinder	65-69 år	København	Ishøj	1	2	1	0	2	1	2	3	0	2	4	1
Kvinder	65-69 år	København	Lyngby-Taarbæk	2	3	2	7	11	9	5	9	7	6	3	6
Kvinder	65-69 år	København	Rødovre	5	1	1	1	5	6	5	2	4	9	6	9
Kvinder	65-69 år	København	Vallensbæk	0	0	1	1	3	1	0	1	2	1	2	3
Kvinder	65-69 år	København	Allerød	1	0	0	2	0	3	0	0	1	0	0	0
Kvinder	65-69 år	København	Egedal	0	2	2	2	4	0	1	1	4	2	0	0
Kvinder	65-69 år	København	Fredensborg	1	1	4	3	6	2	6	3	7	9	5	4
Kvinder	65-69 år	København	Frederikssund	1	1	7	1	5	4	6	6	3	5	2	4
Kvinder	65-69 år	København	Furesø	2	2	1	2	2	1	1	1	3	7	0	1
Kvinder	65-69 år	København	Gribskov	3	7	0	6	6	7	8	9	12	8	5	11
Kvinder	65-69 år	København	Halsnæs	3	5	2	2	3	4	2	10	4	6	3	3
Kvinder	65-69 år	København	Helsingør	2	3	2	5	5	6	5	6	11	10	8	16
Kvinder	65-69 år	København	Hillerød	0	0	1	2	1	1	2	1	4	7	2	4
Kvinder	65-69 år	København	Hørsholm	0	3	0	1	5	6	4	6	3	3	2	3
Kvinder	65-69 år	København	Rudersdal	1	2	6	6	3	7	5	5	9	5	6	4
Kvinder	65-69 år	København	Bornholm	4	4	1	1	3	2	2	4	3	5	4	6
Kvinder	65-69 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Greve	0	1	2	4	4	2	0	4	15	2	2	3
Kvinder	65-69 år	København	Køge	0	2	0	1	1	3	3	5	5	4	4	3
Kvinder	65-69 år	København	Lejre	1	0	2	2	2	1	1	1	0	3	3	0
Kvinder	65-69 år	København	Roskilde	1	1	1	0	2	8	0	3	8	2	2	8
Kvinder	65-69 år	København	Solrød	0	0	0	0	0	1	2	2	2	1	1	1
Kvinder	65-69 år	København	Faxe	3	2	0	1	0	1	2	5	1	3	6	2
Kvinder	65-69 år	København	Guldborgsund	3	3	3	3	0	5	5	4	5	3	2	3
Kvinder	65-69 år	København	Holbæk	1	1	5	1	4	3	4	4	6	5	7	2
Kvinder	65-69 år	København	Kalundborg	2	1	4	4	0	5	2	3	4	3	2	5
Kvinder	65-69 år	København	Lolland	1	1	3	3	2	1	5	1	1	1	3	1
Kvinder	65-69 år	København	Næstved	3	4	2	1	2	3	1	4	2	1	5	5
Kvinder	65-69 år	København	Odsherred	5	4	4	8	7	8	11	10	6	10	10	5
Kvinder	65-69 år	København	Ringsted	1	2	1	0	1	1	0	4	0	6	1	1
Kvinder	65-69 år	København	Slagelse	1	3	1	4	3	3	6	2	2	4	4	4
Kvinder	65-69 år	København	Sorø	0	2	0	3	1	1	2	1	1	0	1	2
Kvinder	65-69 år	København	Stevns	2	0	2	0	0	4	1	1	1	3	1	5
Kvinder	65-69 år	København	Vordingborg	10	6	4	4	3	3	2	4	12	4	9	9
Kvinder	65-69 år	København	Assens	1	1	1	1	0	2	1	1	0	0	0	0
Kvinder	65-69 år	København	Faaborg-Midtfyn	3	0	2	0	0	1	0	1	1	0	1	1
Kvinder	65-69 år	København	Kerteminde	0	0	0	1	0	0	0	0	0	0	1	0
Kvinder	65-69 år	København	Langeland	1	0	1	0	0	0	0	0	2	0	0	4
Kvinder	65-69 år	København	Middelfart	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Nordfyns	2	0	0	1	0	0	0	0	0	1	0	1
Kvinder	65-69 år	København	Nyborg	0	0	0	0	1	0	2	2	0	1	1	0
Kvinder	65-69 år	København	Odense	1	0	2	1	3	3	0	2	2	0	0	2
Kvinder	65-69 år	København	Svendborg	2	1	0	2	2	1	0	4	2	5	5	5
Kvinder	65-69 år	København	Ærø	0	1	1	1	0	0	2	1	2	1	0	1
Kvinder	65-69 år	København	Billund	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	65-69 år	København	Esbjerg	0	1	0	0	0	1	1	1	2	0	2	0
Kvinder	65-69 år	København	Fanø	0	0	0	1	0	0	1	1	1	0	0	0
Kvinder	65-69 år	København	Fredericia	0	0	1	0	0	0	0	0	0	1	0	0
Kvinder	65-69 år	København	Haderslev	0	0	0	0	0	0	0	1	0	1	0	0
Kvinder	65-69 år	København	Kolding	0	0	2	1	1	1	1	0	2	1	0	0
Kvinder	65-69 år	København	Sønderborg	0	1	1	0	0	1	1	1	1	0	2	0
Kvinder	65-69 år	København	Tønder	2	0	0	0	0	0	0	0	0	1	0	0
Kvinder	65-69 år	København	Varde	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Vejen	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Vejle	0	0	1	0	1	0	2	1	1	1	0	1
Kvinder	65-69 år	København	Aabenraa	0	1	0	0	1	1	1	0	0	0	1	0
Kvinder	65-69 år	København	Favrskov	1	0	1	0	0	0	1	0	0	0	0	0
Kvinder	65-69 år	København	Hedensted	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Horsens	0	1	0	1	0	0	0	0	2	0	1	1
Kvinder	65-69 år	København	Norddjurs	0	1	0	1	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Odder	0	0	0	0	1	0	0	0	0	0	0	2
Kvinder	65-69 år	København	Randers	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Samsø	1	0	0	0	0	2	0	0	2	2	1	0
Kvinder	65-69 år	København	Silkeborg	0	0	0	1	0	0	0	1	0	0	1	1
Kvinder	65-69 år	København	Skanderborg	1	0	0	0	1	0	0	0	0	0	1	1
Kvinder	65-69 år	København	Syddjurs	0	1	0	0	0	0	0	1	0	0	0	0
Kvinder	65-69 år	København	Aarhus	3	1	3	0	0	3	2	3	0	3	3	5
Kvinder	65-69 år	København	Herning	2	0	0	0	0	1	1	0	1	0	0	0
Kvinder	65-69 år	København	Holstebro	0	0	0	0	0	0	2	0	0	0	0	1
Kvinder	65-69 år	København	Ikast-Brande	0	0	0	0	0	0	1	0	1	0	1	1
Kvinder	65-69 år	København	Lemvig	0	0	1	1	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Ringkøbing-Skjern	0	1	0	0	0	2	1	0	0	0	0	0
Kvinder	65-69 år	København	Skive	0	0	1	0	1	1	1	0	0	0	0	0
Kvinder	65-69 år	København	Struer	0	0	0	0	1	0	1	0	0	0	0	0
Kvinder	65-69 år	København	Viborg	2	0	1	0	0	2	1	0	0	1	0	1
Kvinder	65-69 år	København	Brønderslev	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Frederikshavn	0	0	0	0	0	1	0	0	1	1	1	1
Kvinder	65-69 år	København	Hjørring	0	0	0	2	1	2	0	0	3	1	0	0
Kvinder	65-69 år	København	Jammerbugt	0	0	0	0	0	0	0	0	1	0	0	1
Kvinder	65-69 år	København	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Mariagerfjord	0	0	1	1	0	0	1	0	1	1	0	0
Kvinder	65-69 år	København	Morsø	0	0	0	1	0	1	2	0	0	0	0	0
Kvinder	65-69 år	København	Rebild	0	1	0	0	0	1	1	0	0	0	0	0
Kvinder	65-69 år	København	Thisted	0	0	0	1	1	0	0	0	0	0	0	0
Kvinder	65-69 år	København	Vesthimmerlands	0	0	0	0	1	0	0	0	1	0	2	1
Kvinder	65-69 år	København	Aalborg	1	2	0	0	0	0	0	0	3	4	1	3
Kvinder	65-69 år	Frederiksberg	København	11	8	7	13	14	23	19	17	18	15	22	16
Kvinder	65-69 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Dragør	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Tårnby	1	0	0	1	0	2	1	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Albertslund	0	0	0	0	1	0	1	0	0	0	0	1
Kvinder	65-69 år	Frederiksberg	Ballerup	1	0	2	0	0	0	1	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Brøndby	0	0	2	1	1	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Gentofte	1	5	3	4	3	6	5	2	0	4	1	2
Kvinder	65-69 år	Frederiksberg	Gladsaxe	1	0	1	1	1	0	0	0	1	0	1	0
Kvinder	65-69 år	Frederiksberg	Glostrup	1	0	0	1	0	0	1	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Herlev	0	0	0	0	0	0	0	1	1	0	1	0
Kvinder	65-69 år	Frederiksberg	Hvidovre	0	0	3	1	0	3	1	1	2	3	0	0
Kvinder	65-69 år	Frederiksberg	Høje-Taastrup	0	0	0	0	0	1	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Ishøj	0	0	0	0	0	0	2	1	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Lyngby-Taarbæk	3	2	3	2	0	0	5	3	2	0	1	1
Kvinder	65-69 år	Frederiksberg	Rødovre	0	0	1	1	1	1	1	0	0	1	1	2
Kvinder	65-69 år	Frederiksberg	Vallensbæk	1	1	0	0	0	0	0	1	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Allerød	1	0	2	0	0	1	0	0	0	1	0	1
Kvinder	65-69 år	Frederiksberg	Egedal	0	0	0	0	0	0	0	1	1	1	2	0
Kvinder	65-69 år	Frederiksberg	Fredensborg	0	2	0	0	0	1	1	0	0	1	1	2
Kvinder	65-69 år	Frederiksberg	Frederikssund	0	0	0	0	1	0	4	0	4	1	0	1
Kvinder	65-69 år	Frederiksberg	Furesø	0	0	0	1	1	0	0	1	0	1	0	1
Kvinder	65-69 år	Frederiksberg	Gribskov	1	0	1	2	2	3	3	2	4	3	2	1
Kvinder	65-69 år	Frederiksberg	Halsnæs	1	0	0	1	0	1	2	3	1	2	2	1
Kvinder	65-69 år	Frederiksberg	Helsingør	3	1	1	0	1	2	3	5	0	0	2	2
Kvinder	65-69 år	Frederiksberg	Hillerød	1	0	0	0	0	0	1	1	0	0	0	1
Kvinder	65-69 år	Frederiksberg	Hørsholm	1	1	0	1	0	0	2	1	3	0	2	0
Kvinder	65-69 år	Frederiksberg	Rudersdal	1	0	1	0	2	1	2	3	1	5	2	0
Kvinder	65-69 år	Frederiksberg	Bornholm	0	0	0	0	1	2	1	1	1	0	1	2
Kvinder	65-69 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Greve	0	1	1	0	2	0	0	1	0	4	0	0
Kvinder	65-69 år	Frederiksberg	Køge	0	0	0	0	2	0	2	1	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Lejre	0	0	0	0	0	1	0	2	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Roskilde	0	0	1	1	0	3	1	2	1	1	0	1
Kvinder	65-69 år	Frederiksberg	Solrød	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	65-69 år	Frederiksberg	Faxe	1	0	0	1	0	0	0	1	0	0	1	1
Kvinder	65-69 år	Frederiksberg	Guldborgsund	0	1	0	1	1	1	2	3	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Holbæk	0	0	0	0	1	1	1	2	0	1	0	2
Kvinder	65-69 år	Frederiksberg	Kalundborg	0	1	3	0	0	0	2	0	1	0	0	3
Kvinder	65-69 år	Frederiksberg	Lolland	2	1	1	0	0	0	1	1	1	1	2	0
Kvinder	65-69 år	Frederiksberg	Næstved	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Odsherred	3	2	0	4	0	2	2	1	2	1	3	2
Kvinder	65-69 år	Frederiksberg	Ringsted	0	1	0	0	0	0	0	1	0	0	0	1
Kvinder	65-69 år	Frederiksberg	Slagelse	2	0	1	0	0	0	0	2	2	1	0	1
Kvinder	65-69 år	Frederiksberg	Sorø	0	0	0	0	2	1	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Stevns	1	0	0	0	0	0	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Vordingborg	1	2	0	0	1	1	1	2	0	1	1	0
Kvinder	65-69 år	Frederiksberg	Assens	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Langeland	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Middelfart	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Nyborg	0	0	0	1	0	0	0	0	1	1	0	1
Kvinder	65-69 år	Frederiksberg	Odense	0	0	0	0	1	0	2	1	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Svendborg	1	0	0	0	0	0	1	0	1	0	1	0
Kvinder	65-69 år	Frederiksberg	Ærø	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Esbjerg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Fredericia	1	0	0	0	0	1	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Haderslev	0	1	0	0	1	0	0	0	1	1	0	0
Kvinder	65-69 år	Frederiksberg	Kolding	0	1	0	0	0	0	1	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Sønderborg	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Tønder	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Vejle	2	0	1	0	0	1	0	0	0	0	1	0
Kvinder	65-69 år	Frederiksberg	Aabenraa	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Hedensted	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Norddjurs	0	0	0	0	1	0	0	0	0	1	0	0
Kvinder	65-69 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Randers	0	0	0	0	1	1	2	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Silkeborg	0	1	1	0	0	0	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Skanderborg	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Syddjurs	0	1	0	0	0	0	0	0	0	0	1	0
Kvinder	65-69 år	Frederiksberg	Aarhus	1	0	1	1	0	0	0	2	1	1	1	0
Kvinder	65-69 år	Frederiksberg	Herning	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	65-69 år	Frederiksberg	Holstebro	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Ikast-Brande	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Viborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Brønderslev	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Frederikshavn	0	0	0	1	1	0	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	1	0	2	0	0
Kvinder	65-69 år	Frederiksberg	Jammerbugt	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Morsø	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	65-69 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	2	0	0	0
Kvinder	65-69 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	65-69 år	Frederiksberg	Aalborg	1	0	0	1	2	2	2	0	0	0	0	1
Kvinder	70-74 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Frederiksberg	8	7	15	12	8	12	13	21	13	19	14	23
Kvinder	70-74 år	København	Dragør	0	2	1	0	1	1	0	1	1	4	2	3
Kvinder	70-74 år	København	Tårnby	0	2	4	3	3	2	2	2	4	4	5	1
Kvinder	70-74 år	København	Albertslund	1	1	0	0	0	1	1	1	0	0	1	0
Kvinder	70-74 år	København	Ballerup	0	1	2	2	2	1	4	4	3	2	3	2
Kvinder	70-74 år	København	Brøndby	1	1	1	3	1	1	3	3	4	1	2	4
Kvinder	70-74 år	København	Gentofte	4	2	3	4	9	7	10	5	7	6	3	9
Kvinder	70-74 år	København	Gladsaxe	1	4	2	1	5	5	2	5	1	6	5	5
Kvinder	70-74 år	København	Glostrup	1	0	1	3	1	0	1	1	1	2	2	2
Kvinder	70-74 år	København	Herlev	1	1	4	3	1	1	2	0	4	4	2	3
Kvinder	70-74 år	København	Hvidovre	1	2	5	6	2	4	4	5	3	2	4	5
Kvinder	70-74 år	København	Høje-Taastrup	0	0	0	3	0	1	1	0	0	2	1	1
Kvinder	70-74 år	København	Ishøj	0	4	0	1	0	0	0	0	0	0	0	1
Kvinder	70-74 år	København	Lyngby-Taarbæk	2	1	0	4	3	2	0	2	2	2	1	3
Kvinder	70-74 år	København	Rødovre	2	0	1	3	1	1	2	6	2	2	1	8
Kvinder	70-74 år	København	Vallensbæk	0	0	0	0	0	2	2	1	0	1	0	0
Kvinder	70-74 år	København	Allerød	0	1	1	0	1	0	1	1	0	0	3	1
Kvinder	70-74 år	København	Egedal	0	3	1	0	0	0	2	2	0	2	3	1
Kvinder	70-74 år	København	Fredensborg	1	2	2	0	1	0	3	1	5	4	5	3
Kvinder	70-74 år	København	Frederikssund	1	1	1	2	2	3	1	1	2	5	0	2
Kvinder	70-74 år	København	Furesø	1	0	0	0	1	3	2	2	0	5	1	4
Kvinder	70-74 år	København	Gribskov	1	0	1	6	4	2	1	0	8	4	7	2
Kvinder	70-74 år	København	Halsnæs	3	1	1	4	3	1	2	2	6	4	1	5
Kvinder	70-74 år	København	Helsingør	0	1	3	1	2	2	6	3	2	9	5	5
Kvinder	70-74 år	København	Hillerød	2	1	2	0	2	1	1	1	2	4	2	3
Kvinder	70-74 år	København	Hørsholm	2	2	1	0	1	0	0	2	1	3	2	3
Kvinder	70-74 år	København	Rudersdal	1	5	0	1	2	0	4	3	4	1	2	4
Kvinder	70-74 år	København	Bornholm	2	1	1	1	0	1	1	1	4	2	2	3
Kvinder	70-74 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Greve	1	0	2	1	1	1	1	1	3	4	3	5
Kvinder	70-74 år	København	Køge	1	0	1	3	0	1	1	2	2	0	4	3
Kvinder	70-74 år	København	Lejre	0	0	0	0	0	1	1	2	1	1	0	2
Kvinder	70-74 år	København	Roskilde	0	0	0	2	2	1	2	2	3	0	1	4
Kvinder	70-74 år	København	Solrød	0	1	0	0	0	0	0	0	0	1	3	2
Kvinder	70-74 år	København	Faxe	2	3	0	2	2	1	1	0	0	0	0	1
Kvinder	70-74 år	København	Guldborgsund	2	4	3	3	3	2	1	1	1	1	5	3
Kvinder	70-74 år	København	Holbæk	2	0	2	2	1	2	0	1	0	5	4	4
Kvinder	70-74 år	København	Kalundborg	0	0	0	0	4	1	0	2	1	2	4	2
Kvinder	70-74 år	København	Lolland	0	1	0	0	0	1	2	2	1	0	0	3
Kvinder	70-74 år	København	Næstved	2	1	2	1	1	1	0	0	2	3	1	2
Kvinder	70-74 år	København	Odsherred	5	3	4	4	2	2	6	2	3	1	7	3
Kvinder	70-74 år	København	Ringsted	2	1	2	0	0	1	0	0	1	0	2	1
Kvinder	70-74 år	København	Slagelse	2	3	0	1	2	0	0	1	3	2	2	1
Kvinder	70-74 år	København	Sorø	1	2	0	0	0	0	0	1	3	0	1	1
Kvinder	70-74 år	København	Stevns	2	2	0	0	0	0	2	1	0	2	0	1
Kvinder	70-74 år	København	Vordingborg	0	5	3	2	4	2	0	1	1	2	3	3
Kvinder	70-74 år	København	Assens	1	0	0	0	0	0	0	0	0	0	1	1
Kvinder	70-74 år	København	Faaborg-Midtfyn	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Kerteminde	0	0	0	2	0	0	0	0	0	0	1	0
Kvinder	70-74 år	København	Langeland	0	0	0	1	0	0	0	0	0	1	0	2
Kvinder	70-74 år	København	Middelfart	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Nordfyns	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	70-74 år	København	Nyborg	1	0	0	0	1	1	1	2	0	0	0	2
Kvinder	70-74 år	København	Odense	1	0	2	3	0	1	2	1	0	0	1	3
Kvinder	70-74 år	København	Svendborg	0	1	0	0	1	1	0	0	0	0	0	0
Kvinder	70-74 år	København	Ærø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Esbjerg	1	2	0	0	0	0	0	0	0	0	0	1
Kvinder	70-74 år	København	Fanø	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	København	Fredericia	0	1	0	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	København	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Kolding	1	0	0	0	0	0	0	0	0	0	1	0
Kvinder	70-74 år	København	Sønderborg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Tønder	1	0	0	0	1	1	0	0	1	0	0	0
Kvinder	70-74 år	København	Varde	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	70-74 år	København	Vejen	0	1	0	1	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Vejle	0	0	0	0	0	0	0	0	0	0	1	1
Kvinder	70-74 år	København	Aabenraa	0	0	0	0	0	0	0	1	0	0	0	1
Kvinder	70-74 år	København	Favrskov	0	0	0	0	1	0	0	0	0	1	0	0
Kvinder	70-74 år	København	Hedensted	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	70-74 år	København	Horsens	0	1	1	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Norddjurs	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Randers	0	1	0	0	0	0	0	0	1	0	0	0
Kvinder	70-74 år	København	Samsø	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	70-74 år	København	Silkeborg	2	1	0	1	0	0	1	0	0	0	0	0
Kvinder	70-74 år	København	Skanderborg	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Syddjurs	0	0	1	0	0	0	0	0	0	1	0	0
Kvinder	70-74 år	København	Aarhus	1	0	1	0	1	0	0	0	0	1	3	5
Kvinder	70-74 år	København	Herning	0	0	0	1	0	0	0	0	1	0	0	0
Kvinder	70-74 år	København	Holstebro	0	1	0	1	1	0	0	0	0	0	0	0
Kvinder	70-74 år	København	Ikast-Brande	0	0	0	0	0	0	1	0	0	0	0	0
