køn	alder	tilflytningskommune	fraflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Mænd	30-34 år	Frederiksberg	Hillerød	3	3	4	5	7	4	1	3	3	6	0	3
Mænd	30-34 år	Frederiksberg	Hørsholm	2	3	1	0	0	2	3	1	2	3	0	2
Mænd	30-34 år	Frederiksberg	Rudersdal	1	5	3	4	3	4	4	6	5	3	2	1
Mænd	30-34 år	Frederiksberg	Bornholm	3	1	0	1	0	3	1	0	1	1	2	0
Mænd	30-34 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Greve	8	2	7	2	3	3	3	3	2	3	2	3
Mænd	30-34 år	Frederiksberg	Køge	4	0	2	3	3	0	2	2	3	2	3	1
Mænd	30-34 år	Frederiksberg	Lejre	1	0	1	2	2	2	2	0	0	3	1	1
Mænd	30-34 år	Frederiksberg	Roskilde	6	8	3	4	4	3	5	10	6	4	6	3
Mænd	30-34 år	Frederiksberg	Solrød	1	0	3	1	1	1	1	3	2	1	0	1
Mænd	30-34 år	Frederiksberg	Faxe	2	0	2	3	1	2	2	1	0	1	1	2
Mænd	30-34 år	Frederiksberg	Guldborgsund	3	0	2	4	0	0	4	1	1	2	2	1
Mænd	30-34 år	Frederiksberg	Holbæk	3	3	6	6	2	4	2	2	1	5	2	2
Mænd	30-34 år	Frederiksberg	Kalundborg	1	2	1	0	1	1	1	1	0	1	1	2
Mænd	30-34 år	Frederiksberg	Lolland	0	0	0	1	1	2	0	0	0	1	0	1
Mænd	30-34 år	Frederiksberg	Næstved	1	4	3	2	2	4	0	1	4	3	2	5
Mænd	30-34 år	Frederiksberg	Odsherred	1	1	0	1	0	2	2	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Ringsted	3	4	1	1	0	2	1	5	2	0	1	0
Mænd	30-34 år	Frederiksberg	Slagelse	3	1	4	5	6	3	4	2	4	6	3	5
Mænd	30-34 år	Frederiksberg	Sorø	4	0	1	1	1	1	2	2	1	1	1	1
Mænd	30-34 år	Frederiksberg	Stevns	1	2	1	1	0	1	0	0	1	0	1	1
Mænd	30-34 år	Frederiksberg	Vordingborg	2	1	1	0	0	2	2	2	0	1	0	1
Mænd	30-34 år	Frederiksberg	Assens	0	0	1	0	0	2	0	0	0	0	0	1
Mænd	30-34 år	Frederiksberg	Faaborg-Midtfyn	2	1	1	0	0	0	0	1	1	2	1	0
Mænd	30-34 år	Frederiksberg	Kerteminde	0	0	0	1	0	0	1	0	0	0	0	1
Mænd	30-34 år	Frederiksberg	Langeland	0	0	0	0	0	2	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Middelfart	1	0	1	0	0	0	0	0	0	0	0	1
Mænd	30-34 år	Frederiksberg	Nordfyns	0	0	0	0	1	0	1	0	0	3	0	0
Mænd	30-34 år	Frederiksberg	Nyborg	0	0	0	1	1	1	1	0	0	1	0	0
Mænd	30-34 år	Frederiksberg	Odense	10	9	12	15	4	10	7	5	8	7	7	9
Mænd	30-34 år	Frederiksberg	Svendborg	2	1	0	1	2	0	2	2	2	2	0	1
Mænd	30-34 år	Frederiksberg	Ærø	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Billund	1	0	1	2	0	0	2	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Esbjerg	6	4	3	4	6	2	0	2	1	3	1	2
Mænd	30-34 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Fredericia	0	1	2	0	1	2	1	1	1	0	1	0
Mænd	30-34 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	1	0	0	0	1
Mænd	30-34 år	Frederiksberg	Kolding	1	3	2	0	5	1	4	1	2	0	4	1
Mænd	30-34 år	Frederiksberg	Sønderborg	2	2	0	3	0	1	0	0	1	0	1	1
Mænd	30-34 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Varde	1	1	0	0	1	0	1	0	1	1	1	0
Mænd	30-34 år	Frederiksberg	Vejen	0	0	0	1	2	0	1	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Vejle	2	1	1	1	0	1	0	1	2	2	2	4
Mænd	30-34 år	Frederiksberg	Aabenraa	0	1	0	1	2	0	0	0	0	1	1	0
Mænd	30-34 år	Frederiksberg	Favrskov	0	0	1	0	0	1	0	0	0	2	0	0
Mænd	30-34 år	Frederiksberg	Hedensted	0	0	0	0	1	0	0	0	0	0	1	1
Mænd	30-34 år	Frederiksberg	Horsens	1	1	0	0	5	1	0	0	2	2	2	2
Mænd	30-34 år	Frederiksberg	Norddjurs	0	0	0	0	0	1	0	0	0	1	1	0
Mænd	30-34 år	Frederiksberg	Odder	1	0	0	1	0	0	0	0	0	1	0	0
Mænd	30-34 år	Frederiksberg	Randers	2	1	1	1	0	3	0	0	1	0	0	4
Mænd	30-34 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	1	1
Mænd	30-34 år	Frederiksberg	Silkeborg	2	2	0	3	0	0	0	0	0	3	1	1
Mænd	30-34 år	Frederiksberg	Skanderborg	0	1	0	1	0	1	0	1	0	0	0	0
Mænd	30-34 år	Frederiksberg	Syddjurs	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	30-34 år	Frederiksberg	Aarhus	20	23	34	20	33	21	26	18	24	23	12	15
Mænd	30-34 år	Frederiksberg	Herning	0	6	0	2	0	0	2	0	0	2	1	0
Mænd	30-34 år	Frederiksberg	Holstebro	0	0	1	4	0	0	1	0	1	1	0	2
Mænd	30-34 år	Frederiksberg	Ikast-Brande	0	0	0	1	0	0	0	0	1	0	0	0
Mænd	30-34 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	2	0	1	0
Mænd	30-34 år	Frederiksberg	Ringkøbing-Skjern	1	0	3	1	1	1	0	0	0	2	0	0
Mænd	30-34 år	Frederiksberg	Skive	0	0	0	2	0	0	0	0	0	0	1	1
Mænd	30-34 år	Frederiksberg	Struer	1	0	0	1	0	2	1	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Viborg	0	2	2	2	0	1	3	2	1	0	1	0
Mænd	30-34 år	Frederiksberg	Brønderslev	0	0	1	0	1	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Frederikshavn	0	0	0	3	0	0	0	1	1	1	1	0
Mænd	30-34 år	Frederiksberg	Hjørring	1	1	0	0	0	1	0	0	1	1	1	0
Mænd	30-34 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	30-34 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Mariagerfjord	1	1	0	0	0	0	1	0	0	0	1	0
Mænd	30-34 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	30-34 år	Frederiksberg	Rebild	0	0	0	0	0	1	0	0	1	1	0	0
Mænd	30-34 år	Frederiksberg	Thisted	0	1	0	2	0	1	0	0	0	0	0	1
Mænd	30-34 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	30-34 år	Frederiksberg	Aalborg	11	10	7	10	1	7	10	8	7	5	4	1
Mænd	35-39 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	København	Frederiksberg	227	257	260	256	282	338	322	302	328	290	268	307
Mænd	35-39 år	København	Dragør	10	9	3	8	11	7	11	11	6	12	5	11
Mænd	35-39 år	København	Tårnby	30	48	34	37	22	42	48	41	53	61	65	54
Mænd	35-39 år	København	Albertslund	17	12	13	24	16	8	19	21	11	17	15	17
Mænd	35-39 år	København	Ballerup	14	14	22	12	24	20	15	23	23	28	16	17
Mænd	35-39 år	København	Brøndby	15	13	17	13	16	14	18	25	28	21	31	26
Mænd	35-39 år	København	Gentofte	62	54	57	64	72	70	72	71	73	78	60	67
Mænd	35-39 år	København	Gladsaxe	40	42	51	67	46	47	43	51	65	52	61	61
Mænd	35-39 år	København	Glostrup	12	15	14	8	13	9	9	23	7	13	20	16
Mænd	35-39 år	København	Herlev	20	15	23	12	12	19	17	6	20	16	14	17
Mænd	35-39 år	København	Hvidovre	37	34	47	33	39	33	30	47	58	60	54	47
Mænd	35-39 år	København	Høje-Taastrup	18	26	29	20	29	29	25	17	32	39	32	41
Mænd	35-39 år	København	Ishøj	14	8	11	13	19	11	17	11	12	10	13	16
Mænd	35-39 år	København	Lyngby-Taarbæk	40	32	24	27	39	32	21	29	31	32	29	26
Mænd	35-39 år	København	Rødovre	28	26	29	33	34	31	39	48	54	47	41	47
Mænd	35-39 år	København	Vallensbæk	5	3	9	10	13	8	8	7	16	15	16	18
Mænd	35-39 år	København	Allerød	5	7	4	7	5	6	5	6	5	6	7	5
Mænd	35-39 år	København	Egedal	11	17	14	13	16	15	13	16	10	11	15	14
Mænd	35-39 år	København	Fredensborg	14	10	12	15	13	12	19	11	21	12	15	20
Mænd	35-39 år	København	Frederikssund	11	16	17	15	9	10	12	6	10	11	7	10
Mænd	35-39 år	København	Furesø	21	18	22	22	20	14	18	21	23	12	19	26
Mænd	35-39 år	København	Gribskov	17	14	13	5	15	11	14	12	9	12	12	18
Mænd	35-39 år	København	Halsnæs	8	6	7	8	8	9	14	8	9	5	11	6
Mænd	35-39 år	København	Helsingør	23	20	14	20	13	13	17	23	23	17	11	24
Mænd	35-39 år	København	Hillerød	13	8	14	13	15	17	17	18	15	13	15	23
Mænd	35-39 år	København	Hørsholm	11	10	9	10	6	8	8	10	9	10	7	10
Mænd	35-39 år	København	Rudersdal	25	26	22	23	21	24	23	17	25	19	20	23
Mænd	35-39 år	København	Bornholm	5	11	4	8	8	8	12	6	5	4	1	6
Mænd	35-39 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	København	Greve	14	19	23	20	17	20	28	12	17	22	14	20
Mænd	35-39 år	København	Køge	21	17	19	14	11	12	18	16	13	11	17	13
Mænd	35-39 år	København	Lejre	9	9	7	4	13	10	7	11	13	6	5	10
Mænd	35-39 år	København	Roskilde	24	26	30	27	34	28	21	9	20	27	26	31
Mænd	35-39 år	København	Solrød	8	8	5	5	4	5	4	6	6	4	4	1
Mænd	35-39 år	København	Faxe	5	5	7	11	6	7	9	7	4	10	9	6
Mænd	35-39 år	København	Guldborgsund	9	14	10	10	12	17	16	9	7	9	7	10
Mænd	35-39 år	København	Holbæk	21	16	16	18	18	16	19	18	15	10	11	15
Mænd	35-39 år	København	Kalundborg	11	8	7	5	8	9	7	7	3	7	12	8
Mænd	35-39 år	København	Lolland	10	9	10	12	9	9	3	3	6	3	6	2
Mænd	35-39 år	København	Næstved	15	16	14	12	13	10	14	17	12	9	15	12
Mænd	35-39 år	København	Odsherred	6	6	5	8	7	8	6	3	8	3	8	8
Mænd	35-39 år	København	Ringsted	6	4	11	5	7	4	6	12	5	5	10	5
Mænd	35-39 år	København	Slagelse	20	13	12	17	16	21	12	12	13	16	16	13
Mænd	35-39 år	København	Sorø	2	3	9	2	5	4	9	4	5	3	8	1
Mænd	35-39 år	København	Stevns	5	3	5	5	3	3	9	5	2	6	1	3
Mænd	35-39 år	København	Vordingborg	15	10	8	9	6	9	6	6	11	9	10	11
Mænd	35-39 år	København	Assens	0	2	3	2	1	2	0	1	1	2	0	3
Mænd	35-39 år	København	Faaborg-Midtfyn	1	2	0	2	2	4	4	1	6	0	4	0
Mænd	35-39 år	København	Kerteminde	0	1	0	1	0	1	2	1	2	2	4	0
Mænd	35-39 år	København	Langeland	3	1	0	1	0	0	0	3	0	1	2	0
Mænd	35-39 år	København	Middelfart	1	2	1	1	3	1	3	3	2	3	3	3
Mænd	35-39 år	København	Nordfyns	0	2	0	0	1	0	2	0	1	3	0	3
Mænd	35-39 år	København	Nyborg	1	3	1	0	1	3	1	1	2	1	2	2
Mænd	35-39 år	København	Odense	26	35	34	26	26	29	24	21	22	25	21	15
Mænd	35-39 år	København	Svendborg	4	5	3	6	5	7	5	3	4	5	3	9
Mænd	35-39 år	København	Ærø	0	0	1	0	0	1	0	2	1	1	2	0
Mænd	35-39 år	København	Billund	1	1	2	2	2	1	0	2	1	0	0	1
Mænd	35-39 år	København	Esbjerg	6	6	11	6	11	6	6	8	6	8	5	3
Mænd	35-39 år	København	Fanø	0	1	0	0	1	0	1	1	0	0	0	0
Mænd	35-39 år	København	Fredericia	4	4	3	3	3	3	4	3	1	2	1	2
Mænd	35-39 år	København	Haderslev	3	3	2	1	4	0	4	1	2	2	5	4
Mænd	35-39 år	København	Kolding	1	4	8	6	11	13	4	4	6	5	9	5
Mænd	35-39 år	København	Sønderborg	6	7	3	3	8	1	2	1	2	1	5	5
Mænd	35-39 år	København	Tønder	0	1	2	0	1	1	1	1	4	3	2	2
Mænd	35-39 år	København	Varde	2	4	2	0	4	3	2	1	1	2	1	0
Mænd	35-39 år	København	Vejen	2	1	0	1	0	2	0	0	1	1	1	2
Mænd	35-39 år	København	Vejle	5	7	9	7	11	3	4	10	4	5	4	10
Mænd	35-39 år	København	Aabenraa	2	3	2	1	2	3	2	5	2	1	3	4
Mænd	35-39 år	København	Favrskov	0	0	0	1	2	1	0	1	0	0	1	1
Mænd	35-39 år	København	Hedensted	2	0	0	1	0	1	1	0	1	1	0	0
Mænd	35-39 år	København	Horsens	4	2	6	4	6	6	2	6	5	2	4	5
Mænd	35-39 år	København	Norddjurs	0	1	1	1	0	1	0	3	4	1	3	1
Mænd	35-39 år	København	Odder	0	0	1	0	0	1	3	1	1	1	1	1
Mænd	35-39 år	København	Randers	6	5	4	1	3	6	7	4	3	6	2	2
Mænd	35-39 år	København	Samsø	1	0	1	0	0	0	1	0	0	0	1	1
Mænd	35-39 år	København	Silkeborg	3	1	3	5	3	10	4	6	4	3	3	3
Mænd	35-39 år	København	Skanderborg	3	2	2	4	4	1	6	0	5	4	2	3
Mænd	35-39 år	København	Syddjurs	4	2	1	2	4	5	4	2	3	1	1	1
Mænd	35-39 år	København	Aarhus	36	39	39	52	53	54	48	42	46	43	40	41
Mænd	35-39 år	København	Herning	4	5	6	9	4	9	3	4	2	1	4	6
Mænd	35-39 år	København	Holstebro	4	2	2	5	5	4	1	0	1	1	2	3
Mænd	35-39 år	København	Ikast-Brande	0	2	1	1	1	4	1	0	2	0	1	3
Mænd	35-39 år	København	Lemvig	0	2	0	0	0	0	2	0	0	1	3	0
Mænd	35-39 år	København	Ringkøbing-Skjern	4	0	2	5	0	1	2	1	1	2	2	0
Mænd	35-39 år	København	Skive	2	1	3	2	4	2	1	0	3	2	0	2
Mænd	35-39 år	København	Struer	2	2	0	1	0	1	2	2	1	1	0	2
Mænd	35-39 år	København	Viborg	7	6	3	7	7	3	1	9	6	2	3	3
Mænd	35-39 år	København	Brønderslev	1	1	1	1	1	2	0	1	0	0	0	1
Mænd	35-39 år	København	Frederikshavn	2	1	4	2	3	3	2	1	3	2	1	3
Mænd	35-39 år	København	Hjørring	2	0	2	1	1	3	2	1	0	1	0	0
Mænd	35-39 år	København	Jammerbugt	0	0	0	0	1	1	0	0	1	1	1	2
Mænd	35-39 år	København	Læsø	0	1	0	0	0	1	0	1	0	0	1	0
Mænd	35-39 år	København	Mariagerfjord	1	0	0	2	2	1	3	4	0	2	2	0
Mænd	35-39 år	København	Morsø	1	1	1	1	0	1	3	1	0	0	1	0
Mænd	35-39 år	København	Rebild	1	1	2	1	1	1	2	1	2	0	0	0
Mænd	35-39 år	København	Thisted	1	2	1	1	1	2	1	1	3	1	1	3
Mænd	35-39 år	København	Vesthimmerlands	0	0	2	0	1	1	2	1	0	0	1	0
Mænd	35-39 år	København	Aalborg	27	20	19	15	24	12	13	20	13	22	24	9
Mænd	35-39 år	Frederiksberg	København	278	254	257	299	335	320	323	351	305	311	270	242
Mænd	35-39 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Dragør	0	0	3	2	1	1	0	1	1	1	1	0
Mænd	35-39 år	Frederiksberg	Tårnby	1	0	4	3	2	4	3	3	1	2	2	4
Mænd	35-39 år	Frederiksberg	Albertslund	3	0	2	3	2	1	1	2	3	1	0	0
Mænd	35-39 år	Frederiksberg	Ballerup	2	5	2	3	4	5	0	3	0	5	2	2
Mænd	35-39 år	Frederiksberg	Brøndby	6	2	0	3	1	4	0	2	2	2	1	1
Mænd	35-39 år	Frederiksberg	Gentofte	13	13	5	11	10	10	8	8	21	16	9	5
Mænd	35-39 år	Frederiksberg	Gladsaxe	5	5	7	5	10	9	9	6	5	8	4	7
Mænd	35-39 år	Frederiksberg	Glostrup	1	0	1	2	1	0	4	1	1	0	3	3
Mænd	35-39 år	Frederiksberg	Herlev	5	2	0	4	3	1	2	2	1	2	1	5
Mænd	35-39 år	Frederiksberg	Hvidovre	4	6	6	3	4	3	11	6	7	9	5	2
Mænd	35-39 år	Frederiksberg	Høje-Taastrup	8	0	4	4	4	3	1	2	4	5	3	2
Mænd	35-39 år	Frederiksberg	Ishøj	0	0	1	0	2	0	0	0	0	0	1	0
Mænd	35-39 år	Frederiksberg	Lyngby-Taarbæk	2	4	8	7	8	4	9	6	7	6	7	4
Mænd	35-39 år	Frederiksberg	Rødovre	7	2	3	3	5	1	6	9	7	3	5	5
Mænd	35-39 år	Frederiksberg	Vallensbæk	1	3	1	1	2	1	2	2	0	1	0	2
Mænd	35-39 år	Frederiksberg	Allerød	0	1	0	1	1	1	1	1	1	0	1	1
Mænd	35-39 år	Frederiksberg	Egedal	1	7	5	4	3	3	2	2	4	2	0	2
Mænd	35-39 år	Frederiksberg	Fredensborg	2	2	3	2	2	7	0	4	1	0	1	1
Mænd	35-39 år	Frederiksberg	Frederikssund	0	3	2	2	1	1	2	0	0	1	1	1
Mænd	35-39 år	Frederiksberg	Furesø	3	2	3	3	2	6	4	2	3	2	4	4
Mænd	35-39 år	Frederiksberg	Gribskov	7	1	1	2	4	3	2	2	1	3	3	0
Mænd	35-39 år	Frederiksberg	Halsnæs	1	0	0	1	0	0	2	1	1	0	0	2
Mænd	35-39 år	Frederiksberg	Helsingør	6	3	4	4	2	5	1	2	4	0	2	1
Mænd	35-39 år	Frederiksberg	Hillerød	3	1	2	2	1	0	6	2	3	0	2	4
Mænd	35-39 år	Frederiksberg	Hørsholm	1	4	1	3	2	2	1	0	1	2	3	0
Mænd	35-39 år	Frederiksberg	Rudersdal	4	0	4	6	5	3	3	5	2	2	2	0
Mænd	35-39 år	Frederiksberg	Bornholm	2	0	0	1	0	0	1	1	1	0	1	1
Mænd	35-39 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Greve	4	1	5	3	0	1	1	1	0	2	0	2
Mænd	35-39 år	Frederiksberg	Køge	2	3	1	0	1	2	4	1	2	0	1	3
Mænd	35-39 år	Frederiksberg	Lejre	1	0	1	0	0	0	1	1	1	3	1	0
Mænd	35-39 år	Frederiksberg	Roskilde	5	2	2	1	3	2	6	0	1	5	3	1
Mænd	35-39 år	Frederiksberg	Solrød	1	2	0	0	0	0	3	1	0	0	0	1
Mænd	35-39 år	Frederiksberg	Faxe	2	2	1	0	3	1	2	0	2	1	1	2
Mænd	35-39 år	Frederiksberg	Guldborgsund	1	4	1	0	1	1	2	0	0	3	1	5
Mænd	35-39 år	Frederiksberg	Holbæk	1	1	1	2	4	5	1	2	0	3	5	2
Mænd	35-39 år	Frederiksberg	Kalundborg	0	0	1	1	2	1	0	0	1	0	2	0
Mænd	35-39 år	Frederiksberg	Lolland	0	0	2	0	1	1	0	1	0	1	3	2
Mænd	35-39 år	Frederiksberg	Næstved	2	0	3	4	5	0	4	1	2	0	1	0
Mænd	35-39 år	Frederiksberg	Odsherred	0	0	0	1	1	1	0	0	0	1	0	0
Mænd	35-39 år	Frederiksberg	Ringsted	1	0	2	0	0	2	4	2	1	1	1	0
Mænd	35-39 år	Frederiksberg	Slagelse	1	3	1	1	0	1	1	2	1	1	2	1
Mænd	35-39 år	Frederiksberg	Sorø	0	3	1	0	3	0	0	1	0	1	1	0
Mænd	35-39 år	Frederiksberg	Stevns	0	1	0	1	1	0	2	0	0	0	0	2
Mænd	35-39 år	Frederiksberg	Vordingborg	0	0	3	1	2	0	2	0	1	0	0	3
Mænd	35-39 år	Frederiksberg	Assens	1	0	0	0	0	0	2	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Faaborg-Midtfyn	0	0	0	1	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Langeland	0	0	1	0	0	0	0	0	1	0	0	1
Mænd	35-39 år	Frederiksberg	Middelfart	2	0	0	0	0	0	0	0	0	0	1	0
Mænd	35-39 år	Frederiksberg	Nordfyns	1	0	1	0	0	0	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Nyborg	1	1	1	0	0	1	1	0	0	0	0	1
Mænd	35-39 år	Frederiksberg	Odense	6	7	6	1	4	3	2	2	4	3	1	3
Mænd	35-39 år	Frederiksberg	Svendborg	1	2	2	1	1	0	0	0	0	1	1	0
Mænd	35-39 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Billund	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Esbjerg	1	1	1	2	0	4	0	0	1	0	1	0
Mænd	35-39 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Fredericia	0	0	1	1	0	1	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Haderslev	0	1	0	0	0	1	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Kolding	1	1	0	1	2	0	0	1	0	0	1	2
Mænd	35-39 år	Frederiksberg	Sønderborg	1	0	0	1	0	1	1	0	1	0	0	2
Mænd	35-39 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	1	0	0	0
Mænd	35-39 år	Frederiksberg	Varde	1	0	1	0	0	0	0	2	0	0	0	0
Mænd	35-39 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Vejle	2	1	0	1	1	1	0	0	2	1	0	0
Mænd	35-39 år	Frederiksberg	Aabenraa	0	0	1	0	1	2	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Favrskov	0	0	1	2	0	0	0	0	1	0	0	0
Mænd	35-39 år	Frederiksberg	Hedensted	0	1	0	0	0	0	0	0	1	1	0	0
Mænd	35-39 år	Frederiksberg	Horsens	2	0	1	0	1	1	0	1	1	1	0	0
Mænd	35-39 år	Frederiksberg	Norddjurs	1	0	1	0	1	2	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Randers	0	1	0	0	0	0	0	0	0	0	0	1
Mænd	35-39 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Silkeborg	0	0	1	0	0	0	1	1	1	0	0	2
Mænd	35-39 år	Frederiksberg	Skanderborg	0	0	0	0	0	0	1	0	0	1	0	0
Mænd	35-39 år	Frederiksberg	Syddjurs	1	0	0	1	0	0	0	1	0	1	0	0
Mænd	35-39 år	Frederiksberg	Aarhus	5	8	11	6	12	10	10	9	9	8	8	7
Mænd	35-39 år	Frederiksberg	Herning	2	0	0	0	0	0	1	1	3	0	1	1
Mænd	35-39 år	Frederiksberg	Holstebro	2	1	0	0	0	1	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Ikast-Brande	0	0	0	2	1	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Lemvig	0	0	0	0	0	2	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Ringkøbing-Skjern	0	1	0	1	0	0	1	1	0	2	0	0
Mænd	35-39 år	Frederiksberg	Skive	1	0	0	1	0	0	0	0	0	0	0	2
Mænd	35-39 år	Frederiksberg	Struer	0	0	0	0	0	1	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Viborg	1	1	0	2	1	0	3	0	1	0	0	0
Mænd	35-39 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Frederikshavn	0	0	0	0	1	0	0	0	1	0	0	1
Mænd	35-39 år	Frederiksberg	Hjørring	0	0	0	0	1	0	0	0	0	3	0	0
Mænd	35-39 år	Frederiksberg	Jammerbugt	0	0	0	1	1	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Læsø	1	0	0	0	0	0	0	0	0	0	0	0
Mænd	35-39 år	Frederiksberg	Mariagerfjord	0	2	0	0	0	0	0	1	1	0	0	0
Mænd	35-39 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	1	0	0	0	0
Mænd	35-39 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	1	0	0
Mænd	35-39 år	Frederiksberg	Thisted	0	0	2	0	0	0	0	0	0	1	0	0
Mænd	35-39 år	Frederiksberg	Vesthimmerlands	0	0	0	0	0	0	0	1	0	0	1	0
Mænd	35-39 år	Frederiksberg	Aalborg	8	1	1	3	1	1	3	1	3	2	7	1
Mænd	40-44 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Mænd	40-44 år	København	Frederiksberg	119	109	144	145	156	152	158	137	178	169	155	166
Mænd	40-44 år	København	Dragør	10	8	7	12	9	8	11	4	7	15	14	15
Mænd	40-44 år	København	Tårnby	29	31	33	22	38	44	28	46	38	36	43	41
Mænd	40-44 år	København	Albertslund	14	6	10	5	6	10	13	9	10	11	8	10
Mænd	40-44 år	København	Ballerup	18	14	20	22	18	18	18	16	16	9	18	22
Mænd	40-44 år	København	Brøndby	14	7	8	11	22	8	7	12	15	17	15	14
Mænd	40-44 år	København	Gentofte	47	67	48	41	51	52	43	51	60	69	66	58
Mænd	40-44 år	København	Gladsaxe	38	28	37	27	34	24	31	26	39	38	42	44
Mænd	40-44 år	København	Glostrup	8	6	7	10	6	6	11	7	11	7	17	10
Mænd	40-44 år	København	Herlev	8	10	8	11	18	10	9	3	14	8	7	8
Mænd	40-44 år	København	Hvidovre	33	32	25	34	33	22	20	30	37	34	33	32
Mænd	40-44 år	København	Høje-Taastrup	21	22	13	24	18	16	20	18	19	21	18	24
Mænd	40-44 år	København	Ishøj	6	7	11	8	5	8	9	7	5	10	11	8
Mænd	40-44 år	København	Lyngby-Taarbæk	18	23	20	21	19	27	15	16	10	30	24	19
Mænd	40-44 år	København	Rødovre	26	21	31	20	28	31	22	26	27	28	12	23
Mænd	40-44 år	København	Vallensbæk	5	1	3	3	5	5	9	10	10	9	7	5
Mænd	40-44 år	København	Allerød	7	3	4	6	5	2	6	4	7	10	8	9
Mænd	40-44 år	København	Egedal	9	8	3	12	12	11	11	8	7	10	7	11
Mænd	40-44 år	København	Fredensborg	15	12	11	10	7	12	14	18	14	9	13	11
Mænd	40-44 år	København	Frederikssund	12	10	15	9	8	10	8	16	8	4	13	8
Mænd	40-44 år	København	Furesø	15	18	13	12	17	18	13	16	15	12	15	17
Mænd	40-44 år	København	Gribskov	9	13	11	9	18	9	10	13	13	11	13	11
Mænd	40-44 år	København	Halsnæs	6	2	6	3	6	6	6	6	7	9	3	13
Mænd	40-44 år	København	Helsingør	18	8	12	19	12	17	10	11	13	10	11	16
Mænd	40-44 år	København	Hillerød	6	10	8	7	15	5	8	10	11	18	10	14
Mænd	40-44 år	København	Hørsholm	7	9	4	11	5	8	5	8	13	6	5	5
