køn	alder	tilflytningskommune	fraflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	35-39 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Dragør	0	0	0	0	1	0	2	1	2	0	0	0
Kvinder	35-39 år	Frederiksberg	Tårnby	0	3	4	1	3	5	1	1	4	1	1	2
Kvinder	35-39 år	Frederiksberg	Albertslund	1	1	1	1	1	1	0	0	1	0	0	0
Kvinder	35-39 år	Frederiksberg	Ballerup	2	2	2	0	5	3	2	3	0	2	2	1
Kvinder	35-39 år	Frederiksberg	Brøndby	0	0	1	0	1	2	3	0	0	3	2	1
Kvinder	35-39 år	Frederiksberg	Gentofte	8	13	6	9	7	7	13	8	6	7	7	8
Kvinder	35-39 år	Frederiksberg	Gladsaxe	2	3	1	4	6	12	7	0	4	8	4	3
Kvinder	35-39 år	Frederiksberg	Glostrup	2	2	1	2	1	1	1	0	2	1	0	1
Kvinder	35-39 år	Frederiksberg	Herlev	1	2	1	2	3	0	2	1	2	2	2	3
Kvinder	35-39 år	Frederiksberg	Hvidovre	4	3	3	2	5	5	0	8	6	7	3	2
Kvinder	35-39 år	Frederiksberg	Høje-Taastrup	4	2	1	0	1	4	2	3	1	3	1	1
Kvinder	35-39 år	Frederiksberg	Ishøj	1	1	0	0	1	0	2	0	1	0	1	3
Kvinder	35-39 år	Frederiksberg	Lyngby-Taarbæk	5	2	1	6	4	1	6	4	7	1	2	3
Kvinder	35-39 år	Frederiksberg	Rødovre	4	5	2	4	3	2	4	4	4	7	3	5
Kvinder	35-39 år	Frederiksberg	Vallensbæk	0	0	3	1	1	2	1	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Allerød	0	1	0	2	1	2	0	0	0	0	1	2
Kvinder	35-39 år	Frederiksberg	Egedal	0	1	1	0	1	0	4	0	0	0	1	0
Kvinder	35-39 år	Frederiksberg	Fredensborg	1	3	1	2	1	3	0	1	3	0	1	1
Kvinder	35-39 år	Frederiksberg	Frederikssund	1	2	1	2	0	2	1	2	1	0	1	0
Kvinder	35-39 år	Frederiksberg	Furesø	1	1	3	3	2	3	2	1	0	2	3	3
Kvinder	35-39 år	Frederiksberg	Gribskov	0	0	0	0	1	1	2	1	1	2	1	0
Kvinder	35-39 år	Frederiksberg	Halsnæs	0	0	1	0	0	0	0	0	1	2	3	2
Kvinder	35-39 år	Frederiksberg	Helsingør	3	1	2	2	2	2	1	5	2	0	0	1
Kvinder	35-39 år	Frederiksberg	Hillerød	4	2	1	0	0	3	3	3	2	3	1	3
Kvinder	35-39 år	Frederiksberg	Hørsholm	1	2	1	0	1	2	1	0	1	2	1	0
Kvinder	35-39 år	Frederiksberg	Rudersdal	0	4	5	1	4	2	1	4	3	1	2	4
Kvinder	35-39 år	Frederiksberg	Bornholm	1	0	2	0	0	1	0	0	0	1	1	1
Kvinder	35-39 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Greve	2	1	3	1	3	2	2	0	1	0	0	2
Kvinder	35-39 år	Frederiksberg	Køge	2	1	2	0	3	1	1	1	3	0	1	1
Kvinder	35-39 år	Frederiksberg	Lejre	0	0	1	0	1	0	0	0	0	1	0	0
Kvinder	35-39 år	Frederiksberg	Roskilde	4	1	3	2	1	0	2	0	3	3	0	1
Kvinder	35-39 år	Frederiksberg	Solrød	0	1	1	2	1	0	3	0	0	1	1	1
Kvinder	35-39 år	Frederiksberg	Faxe	0	1	1	1	2	0	1	0	0	1	1	0
Kvinder	35-39 år	Frederiksberg	Guldborgsund	2	0	2	1	0	0	0	0	0	1	0	1
Kvinder	35-39 år	Frederiksberg	Holbæk	3	0	0	0	3	2	1	3	1	2	1	0
Kvinder	35-39 år	Frederiksberg	Kalundborg	1	0	1	1	0	1	1	1	2	0	0	1
Kvinder	35-39 år	Frederiksberg	Lolland	2	0	2	0	0	0	0	0	0	1	1	0
Kvinder	35-39 år	Frederiksberg	Næstved	1	1	2	2	1	2	1	0	2	1	2	1
Kvinder	35-39 år	Frederiksberg	Odsherred	0	3	1	1	2	2	1	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Ringsted	1	3	0	0	0	1	1	1	0	0	2	0
Kvinder	35-39 år	Frederiksberg	Slagelse	2	0	0	1	2	0	1	1	0	1	3	0
Kvinder	35-39 år	Frederiksberg	Sorø	0	1	1	0	1	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Stevns	2	1	1	0	1	1	1	1	0	0	1	0
Kvinder	35-39 år	Frederiksberg	Vordingborg	1	2	1	1	4	0	0	0	1	0	0	3
Kvinder	35-39 år	Frederiksberg	Assens	0	1	1	0	0	0	0	1	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Faaborg-Midtfyn	0	1	0	0	1	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	0	0	1	1	0
Kvinder	35-39 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Middelfart	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Nyborg	1	2	0	0	1	0	0	1	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Odense	2	3	1	4	1	4	4	1	2	2	1	2
Kvinder	35-39 år	Frederiksberg	Svendborg	1	0	0	1	0	1	2	1	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Billund	0	0	1	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Esbjerg	1	1	2	1	0	1	0	0	1	1	2	0
Kvinder	35-39 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Fredericia	0	0	1	0	2	0	0	0	2	0	0	0
Kvinder	35-39 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Kolding	2	1	0	0	0	0	0	0	1	0	1	0
Kvinder	35-39 år	Frederiksberg	Sønderborg	0	0	0	1	0	2	1	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Varde	0	0	0	2	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Vejen	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Vejle	0	0	0	2	0	1	1	0	0	2	0	0
Kvinder	35-39 år	Frederiksberg	Aabenraa	0	0	0	0	0	1	1	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Favrskov	0	0	0	1	0	0	0	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Horsens	1	1	0	0	0	0	0	0	1	0	1	0
Kvinder	35-39 år	Frederiksberg	Norddjurs	0	0	0	0	1	0	0	0	0	1	0	0
Kvinder	35-39 år	Frederiksberg	Odder	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Randers	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Silkeborg	1	0	0	0	0	0	2	2	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Skanderborg	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	35-39 år	Frederiksberg	Syddjurs	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Aarhus	7	0	5	4	9	10	5	7	8	5	6	3
Kvinder	35-39 år	Frederiksberg	Herning	1	0	0	0	0	0	1	0	0	0	0	1
Kvinder	35-39 år	Frederiksberg	Holstebro	0	0	1	0	0	0	0	0	1	0	0	0
Kvinder	35-39 år	Frederiksberg	Ikast-Brande	0	0	0	1	0	1	1	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Skive	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Viborg	2	0	0	0	1	0	1	0	1	0	0	1
Kvinder	35-39 år	Frederiksberg	Brønderslev	0	0	0	0	0	1	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Frederikshavn	0	0	1	0	0	0	1	1	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Hjørring	1	1	0	0	1	0	0	0	1	3	0	0
Kvinder	35-39 år	Frederiksberg	Jammerbugt	0	0	0	0	2	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Mariagerfjord	0	0	0	0	0	0	0	0	1	0	0	0
Kvinder	35-39 år	Frederiksberg	Morsø	0	0	0	0	0	0	0	0	0	0	1	0
Kvinder	35-39 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Thisted	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	35-39 år	Frederiksberg	Vesthimmerlands	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	35-39 år	Frederiksberg	Aalborg	3	0	0	4	2	1	0	1	2	2	0	0
Kvinder	40-44 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	København	Frederiksberg	88	70	85	95	122	89	103	110	127	105	100	110
Kvinder	40-44 år	København	Dragør	5	6	6	5	3	6	6	7	5	11	9	11
Kvinder	40-44 år	København	Tårnby	28	25	25	18	29	21	33	23	31	36	23	47
Kvinder	40-44 år	København	Albertslund	3	2	7	4	4	4	3	2	7	1	6	7
Kvinder	40-44 år	København	Ballerup	6	7	11	7	10	8	8	6	18	7	8	8
Kvinder	40-44 år	København	Brøndby	7	6	9	8	10	7	4	11	3	5	9	8
Kvinder	40-44 år	København	Gentofte	31	36	35	30	37	35	33	30	53	53	35	52
Kvinder	40-44 år	København	Gladsaxe	17	16	16	13	18	15	16	22	31	23	29	19
Kvinder	40-44 år	København	Glostrup	4	7	5	3	1	4	5	5	7	5	6	9
Kvinder	40-44 år	København	Herlev	5	3	4	8	9	10	7	8	7	2	8	10
Kvinder	40-44 år	København	Hvidovre	15	15	21	13	17	15	12	16	22	23	24	18
Kvinder	40-44 år	København	Høje-Taastrup	10	9	16	8	5	4	8	9	11	6	19	13
Kvinder	40-44 år	København	Ishøj	3	8	6	9	4	5	7	2	3	3	3	3
Kvinder	40-44 år	København	Lyngby-Taarbæk	18	12	15	14	18	14	14	18	10	20	16	13
Kvinder	40-44 år	København	Rødovre	13	13	11	7	15	14	11	22	18	18	13	14
Kvinder	40-44 år	København	Vallensbæk	2	1	4	2	2	3	3	4	6	3	3	5
Kvinder	40-44 år	København	Allerød	2	2	1	3	3	0	2	5	4	3	4	3
Kvinder	40-44 år	København	Egedal	10	5	3	7	13	8	8	10	6	7	6	11
Kvinder	40-44 år	København	Fredensborg	3	9	9	8	4	9	4	10	7	10	7	9
Kvinder	40-44 år	København	Frederikssund	3	2	5	4	7	6	10	9	7	5	7	4
Kvinder	40-44 år	København	Furesø	8	7	5	11	7	11	10	7	10	7	18	12
Kvinder	40-44 år	København	Gribskov	11	8	6	11	5	8	3	9	9	6	3	11
Kvinder	40-44 år	København	Halsnæs	3	4	3	1	2	7	4	5	6	6	3	7
Kvinder	40-44 år	København	Helsingør	4	9	11	13	7	9	10	20	13	12	11	6
Kvinder	40-44 år	København	Hillerød	4	8	7	4	5	11	8	9	8	8	7	2
Kvinder	40-44 år	København	Hørsholm	4	4	6	3	5	5	5	6	3	11	6	4
Kvinder	40-44 år	København	Rudersdal	10	14	10	4	13	11	13	13	12	13	18	9
Kvinder	40-44 år	København	Bornholm	2	6	5	5	3	9	4	2	3	9	4	2
Kvinder	40-44 år	København	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	København	Greve	8	10	20	10	13	8	12	4	9	8	13	10
Kvinder	40-44 år	København	Køge	6	11	3	9	6	7	7	6	5	8	10	6
Kvinder	40-44 år	København	Lejre	7	3	3	6	4	5	5	5	3	2	2	1
Kvinder	40-44 år	København	Roskilde	5	12	12	11	9	9	5	5	15	10	5	16
Kvinder	40-44 år	København	Solrød	5	7	1	3	4	1	1	5	2	2	1	3
Kvinder	40-44 år	København	Faxe	10	7	7	7	8	4	3	5	4	5	4	3
Kvinder	40-44 år	København	Guldborgsund	2	6	4	1	4	7	7	1	3	5	3	5
Kvinder	40-44 år	København	Holbæk	6	6	6	4	10	5	2	12	7	5	9	7
Kvinder	40-44 år	København	Kalundborg	6	4	1	5	7	4	3	3	5	1	4	2
Kvinder	40-44 år	København	Lolland	4	5	3	6	6	1	3	1	1	4	2	2
Kvinder	40-44 år	København	Næstved	10	4	6	5	5	4	6	7	8	2	7	3
Kvinder	40-44 år	København	Odsherred	3	3	1	5	1	2	3	2	0	6	3	2
Kvinder	40-44 år	København	Ringsted	2	4	4	3	6	0	1	1	2	5	7	3
Kvinder	40-44 år	København	Slagelse	3	5	6	4	9	6	9	5	9	6	5	6
Kvinder	40-44 år	København	Sorø	6	2	2	2	1	2	3	3	3	2	2	1
Kvinder	40-44 år	København	Stevns	2	5	2	2	1	2	7	3	4	4	4	3
Kvinder	40-44 år	København	Vordingborg	5	3	1	5	8	4	4	0	9	5	4	2
Kvinder	40-44 år	København	Assens	0	1	0	2	1	1	0	0	0	0	2	1
Kvinder	40-44 år	København	Faaborg-Midtfyn	2	1	1	3	1	2	2	3	3	0	0	2
Kvinder	40-44 år	København	Kerteminde	1	1	0	1	0	2	0	1	1	1	0	0
Kvinder	40-44 år	København	Langeland	1	0	2	0	3	1	1	1	0	0	0	1
Kvinder	40-44 år	København	Middelfart	1	3	1	1	1	0	1	2	0	3	0	0
Kvinder	40-44 år	København	Nordfyns	0	0	0	0	1	0	1	0	1	1	0	0
Kvinder	40-44 år	København	Nyborg	2	0	1	3	0	2	2	0	2	0	0	1
Kvinder	40-44 år	København	Odense	10	8	9	7	6	8	10	14	12	8	13	5
Kvinder	40-44 år	København	Svendborg	1	4	3	2	7	3	1	2	3	1	2	1
Kvinder	40-44 år	København	Ærø	1	1	0	0	1	1	0	0	0	1	0	2
Kvinder	40-44 år	København	Billund	1	0	0	0	1	1	0	0	0	3	0	0
Kvinder	40-44 år	København	Esbjerg	3	2	3	2	0	2	4	0	0	2	2	3
Kvinder	40-44 år	København	Fanø	0	0	0	0	1	0	2	0	0	0	0	0
Kvinder	40-44 år	København	Fredericia	1	0	2	1	0	0	0	2	0	0	1	0
Kvinder	40-44 år	København	Haderslev	0	1	1	0	2	0	3	2	2	0	0	1
Kvinder	40-44 år	København	Kolding	3	1	3	3	3	1	2	1	1	2	4	3
Kvinder	40-44 år	København	Sønderborg	1	3	1	1	3	4	3	2	0	3	1	1
Kvinder	40-44 år	København	Tønder	1	0	1	1	0	1	0	0	0	0	0	0
Kvinder	40-44 år	København	Varde	0	3	0	1	2	0	1	1	0	0	0	0
Kvinder	40-44 år	København	Vejen	1	1	1	0	2	0	0	1	0	0	2	1
Kvinder	40-44 år	København	Vejle	3	4	1	1	1	1	5	2	5	3	2	1
Kvinder	40-44 år	København	Aabenraa	3	0	1	2	0	3	0	0	0	1	1	3
Kvinder	40-44 år	København	Favrskov	0	0	0	0	1	0	1	1	0	3	1	0
Kvinder	40-44 år	København	Hedensted	0	0	0	0	0	0	0	0	2	0	2	0
Kvinder	40-44 år	København	Horsens	0	2	3	0	1	3	2	4	3	0	4	1
Kvinder	40-44 år	København	Norddjurs	0	0	1	3	0	0	1	0	2	0	0	1
Kvinder	40-44 år	København	Odder	0	0	0	0	0	0	1	0	0	0	2	1
Kvinder	40-44 år	København	Randers	2	1	2	4	0	0	4	0	4	2	1	2
Kvinder	40-44 år	København	Samsø	2	0	0	1	0	1	1	0	0	2	1	0
Kvinder	40-44 år	København	Silkeborg	2	3	3	2	1	1	2	3	3	3	2	1
Kvinder	40-44 år	København	Skanderborg	0	1	0	2	1	0	2	1	0	0	2	2
Kvinder	40-44 år	København	Syddjurs	3	4	0	0	0	2	1	0	2	2	1	1
Kvinder	40-44 år	København	Aarhus	13	14	12	16	11	9	11	9	17	13	17	13
Kvinder	40-44 år	København	Herning	0	0	3	1	3	1	4	2	2	1	1	4
Kvinder	40-44 år	København	Holstebro	0	1	1	0	2	2	1	1	1	2	0	0
Kvinder	40-44 år	København	Ikast-Brande	1	1	0	0	0	0	2	1	0	0	0	2
Kvinder	40-44 år	København	Lemvig	0	0	1	0	0	2	0	0	0	1	0	0
Kvinder	40-44 år	København	Ringkøbing-Skjern	1	3	0	0	2	0	1	0	0	0	0	1
Kvinder	40-44 år	København	Skive	1	0	1	0	1	1	0	0	0	1	0	0
Kvinder	40-44 år	København	Struer	0	0	0	0	1	0	1	0	1	0	1	0
Kvinder	40-44 år	København	Viborg	3	0	1	2	3	1	1	3	1	0	1	2
Kvinder	40-44 år	København	Brønderslev	1	0	1	0	0	0	0	0	0	1	0	0
Kvinder	40-44 år	København	Frederikshavn	0	1	2	1	1	1	1	0	1	0	2	1
Kvinder	40-44 år	København	Hjørring	1	3	0	4	0	1	0	2	1	0	1	1
Kvinder	40-44 år	København	Jammerbugt	0	0	0	1	0	0	0	2	0	0	2	0
Kvinder	40-44 år	København	Læsø	0	0	0	0	0	0	0	0	0	0	0	1
Kvinder	40-44 år	København	Mariagerfjord	1	0	1	0	1	0	1	1	0	0	3	0
Kvinder	40-44 år	København	Morsø	0	0	2	0	1	0	0	1	0	2	0	1
Kvinder	40-44 år	København	Rebild	1	1	1	0	2	1	0	0	1	1	0	0
Kvinder	40-44 år	København	Thisted	3	0	0	0	0	1	0	0	0	1	1	0
Kvinder	40-44 år	København	Vesthimmerlands	1	0	0	0	0	0	0	1	0	2	0	0
Kvinder	40-44 år	København	Aalborg	5	6	6	4	6	5	3	3	6	5	7	6
Kvinder	40-44 år	Frederiksberg	København	95	88	85	84	88	74	101	108	126	112	101	73
Kvinder	40-44 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Dragør	0	1	0	0	1	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Tårnby	2	3	0	1	1	2	1	3	4	1	0	1
Kvinder	40-44 år	Frederiksberg	Albertslund	1	1	0	0	1	2	0	1	0	1	2	1
Kvinder	40-44 år	Frederiksberg	Ballerup	2	2	3	2	1	5	1	1	2	1	2	2
Kvinder	40-44 år	Frederiksberg	Brøndby	0	1	0	1	1	1	1	0	1	1	0	0
Kvinder	40-44 år	Frederiksberg	Gentofte	4	5	7	9	6	3	3	3	7	10	5	4
Kvinder	40-44 år	Frederiksberg	Gladsaxe	2	6	1	4	2	1	1	3	2	1	2	3
Kvinder	40-44 år	Frederiksberg	Glostrup	1	1	2	0	0	1	0	2	0	1	0	2
Kvinder	40-44 år	Frederiksberg	Herlev	0	2	1	2	0	0	2	1	0	0	1	1
Kvinder	40-44 år	Frederiksberg	Hvidovre	3	4	1	5	3	1	3	4	5	2	1	2
Kvinder	40-44 år	Frederiksberg	Høje-Taastrup	1	2	2	5	2	4	1	1	2	0	1	2
Kvinder	40-44 år	Frederiksberg	Ishøj	1	3	1	4	2	0	0	0	1	1	0	0
Kvinder	40-44 år	Frederiksberg	Lyngby-Taarbæk	1	2	3	0	2	1	1	2	0	0	3	0
Kvinder	40-44 år	Frederiksberg	Rødovre	3	4	4	3	1	2	1	3	5	2	3	4
Kvinder	40-44 år	Frederiksberg	Vallensbæk	1	0	1	0	0	2	0	1	0	1	0	1
Kvinder	40-44 år	Frederiksberg	Allerød	1	1	0	1	2	0	2	1	0	1	0	1
Kvinder	40-44 år	Frederiksberg	Egedal	3	0	0	1	1	4	2	4	2	0	2	1
Kvinder	40-44 år	Frederiksberg	Fredensborg	0	0	4	0	0	2	1	4	0	3	1	2
Kvinder	40-44 år	Frederiksberg	Frederikssund	0	4	1	2	3	0	1	1	3	3	3	0
Kvinder	40-44 år	Frederiksberg	Furesø	2	1	1	1	1	3	4	2	0	1	1	2
Kvinder	40-44 år	Frederiksberg	Gribskov	1	1	1	0	1	1	3	2	0	1	0	0
Kvinder	40-44 år	Frederiksberg	Halsnæs	1	0	0	1	0	1	2	0	0	1	0	0
Kvinder	40-44 år	Frederiksberg	Helsingør	3	1	0	1	2	2	1	0	2	1	1	2
Kvinder	40-44 år	Frederiksberg	Hillerød	3	1	2	1	0	1	3	0	1	3	1	0
Kvinder	40-44 år	Frederiksberg	Hørsholm	1	2	1	0	0	1	1	1	1	2	2	0
Kvinder	40-44 år	Frederiksberg	Rudersdal	0	1	2	3	0	2	0	3	0	1	3	5
Kvinder	40-44 år	Frederiksberg	Bornholm	0	0	1	0	0	1	2	1	3	0	1	0
Kvinder	40-44 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Greve	2	2	3	0	1	2	2	0	2	2	1	0
Kvinder	40-44 år	Frederiksberg	Køge	0	0	0	1	1	1	1	1	0	2	1	1
Kvinder	40-44 år	Frederiksberg	Lejre	0	0	0	1	1	0	0	1	0	1	1	1
Kvinder	40-44 år	Frederiksberg	Roskilde	1	2	3	3	3	2	2	6	3	2	1	0
Kvinder	40-44 år	Frederiksberg	Solrød	0	0	0	1	0	1	1	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Faxe	2	1	2	1	0	0	3	0	0	1	2	0
Kvinder	40-44 år	Frederiksberg	Guldborgsund	2	2	0	1	2	0	1	1	0	1	0	0
Kvinder	40-44 år	Frederiksberg	Holbæk	0	0	1	1	2	2	1	1	0	0	3	0
Kvinder	40-44 år	Frederiksberg	Kalundborg	0	1	0	1	0	0	0	0	1	3	0	0
Kvinder	40-44 år	Frederiksberg	Lolland	0	0	0	0	0	0	0	0	1	0	0	1
Kvinder	40-44 år	Frederiksberg	Næstved	2	2	1	1	1	1	0	0	1	0	0	2
Kvinder	40-44 år	Frederiksberg	Odsherred	1	0	0	1	0	0	0	0	0	1	0	0
Kvinder	40-44 år	Frederiksberg	Ringsted	1	1	1	0	3	0	0	0	1	0	0	0
Kvinder	40-44 år	Frederiksberg	Slagelse	1	1	0	1	0	2	1	0	1	1	1	3
Kvinder	40-44 år	Frederiksberg	Sorø	0	1	1	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Stevns	1	0	0	0	1	0	0	1	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Vordingborg	1	0	0	1	1	0	0	0	1	1	0	0
Kvinder	40-44 år	Frederiksberg	Assens	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Faaborg-Midtfyn	1	0	0	0	0	0	0	1	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Langeland	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Middelfart	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Nordfyns	0	0	1	0	1	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Nyborg	0	0	0	0	0	0	1	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Odense	5	1	2	1	1	0	0	1	0	1	1	0
Kvinder	40-44 år	Frederiksberg	Svendborg	0	1	0	3	1	0	0	0	0	0	0	1
Kvinder	40-44 år	Frederiksberg	Ærø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Billund	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Esbjerg	1	0	0	0	0	0	0	0	0	1	0	0
Kvinder	40-44 år	Frederiksberg	Fanø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Fredericia	0	1	0	1	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Haderslev	0	1	0	0	0	0	0	0	0	0	0	1
Kvinder	40-44 år	Frederiksberg	Kolding	0	1	1	0	0	0	1	0	0	0	1	0
Kvinder	40-44 år	Frederiksberg	Sønderborg	0	0	0	0	2	0	1	0	0	0	2	0
Kvinder	40-44 år	Frederiksberg	Tønder	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Varde	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Vejen	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Vejle	1	1	1	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Aabenraa	1	0	1	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Hedensted	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Horsens	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Norddjurs	0	0	0	0	0	1	0	1	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Odder	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Randers	0	0	0	1	1	0	0	0	0	0	1	0
Kvinder	40-44 år	Frederiksberg	Samsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Silkeborg	0	1	0	0	1	0	0	0	1	0	0	0
Kvinder	40-44 år	Frederiksberg	Skanderborg	0	1	1	0	0	0	0	0	0	0	1	0
Kvinder	40-44 år	Frederiksberg	Syddjurs	1	0	0	0	1	0	0	0	0	0	0	1
Kvinder	40-44 år	Frederiksberg	Aarhus	2	5	8	1	2	2	4	1	3	1	2	4
Kvinder	40-44 år	Frederiksberg	Herning	0	0	0	0	0	0	1	0	0	0	0	1
Kvinder	40-44 år	Frederiksberg	Holstebro	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Ikast-Brande	1	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Ringkøbing-Skjern	1	0	1	0	0	0	1	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Skive	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Struer	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Viborg	0	0	1	0	1	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Brønderslev	0	0	1	0	0	0	0	0	0	0	1	0
Kvinder	40-44 år	Frederiksberg	Frederikshavn	1	0	0	0	0	0	0	0	0	0	0	1
Kvinder	40-44 år	Frederiksberg	Hjørring	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	40-44 år	Frederiksberg	Jammerbugt	0	0	0	0	0	0	0	0	0	0	0	0
